Date,Price,SMA_20,SMA_50,EMA_20,BB_std,BB_upper,BB_lower,RSI_14,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,Daily_Return,Momentum_10,SMA_20_lag1,SMA_50_lag1,EMA_20_lag1,BB_upper_lag1,BB_lower_lag1,RSI_14_lag1,MACD_lag1,MACD_Signal_lag1,Daily_Return_lag1,Momentum_10_lag1,Compound_Sentiment
2023-10-11,4376.95,4339.876,4410.871,4342.00821175904,76.3050932562818,4492.48618651256,4187.26581348744,52.9423213778284,4326.16479135712,4354.86919201534,-28.7044006582255,-39.7573708185171,11.0529701602917,0.0042930173648079,102.44,4344.4005,4414.8666,4338.33012878631,4506.696881576,4182.104118424,50.424651491815,-36.1716103181589,-42.5206133585901,0.0052079729499083,84.71,-0.0480779816862195
2023-10-12,4349.61,4332.1015,4407.5954,4342.73219159151,65.7802567785338,4463.66201355707,4200.54098644293,49.0244084706866,4329.77174653295,4354.47962223643,-24.7078757034833,-36.7474717955104,12.0395960920271,-0.0062463587658072,49.9099999999999,4339.876,4410.871,4342.00821175904,4492.48618651256,4187.26581348744,52.9423213778284,-28.7044006582255,-39.7573708185171,0.0042930173648079,102.44,-0.215671565569937
2023-10-13,4327.78,4325.9745,4404.1132,4341.3081733447,59.6066317818424,4445.18776356368,4206.76123643632,46.0914108638421,4329.46532398942,4352.50187244114,-23.0365484517224,-34.0052871267528,10.9687386750304,-0.0050188407696322,39.7299999999996,4332.1015,4407.5954,4342.73219159151,4463.66201355707,4200.54098644293,49.0244084706866,-24.7078757034833,-36.7474717955104,-0.0062463587658072,49.9099999999999,-0.0376102200455286
2023-10-16,4373.63,4321.9795,4402.0252,4344.38644254997,52.9088098798531,4427.79711975971,4216.16188024029,52.51693264727,4336.25988952951,4354.06691892698,-17.8070293974743,-30.7656355808971,12.9586061834228,0.0105943462930187,85.2399999999998,4325.9745,4404.1132,4341.3081733447,4445.18776356368,4206.76123643632,46.0914108638421,-23.0365484517224,-34.0052871267528,-0.0050188407696322,39.7299999999996,0.0809168905076204
2023-10-17,4373.2,4318.442,4399.1204,4347.13059087854,46.2737618732521,4410.9895237465,4225.8944762535,52.4537873394776,4341.94298344804,4355.48418419165,-13.5412007436053,-27.3207486134387,13.7795478698335,-9.8316501395912E-05,143.75,4321.9795,4402.0252,4344.38644254997,4427.79711975971,4216.16188024029,52.51693264727,-17.8070293974743,-30.7656355808971,0.0105943462930187,85.2399999999998,-0.272869131439144
2023-10-18,4314.6,4314.062,4395.4248,4344.0324393663,41.864210390101,4397.7904207802,4230.3335792198,44.5859772881637,4337.73637060988,4352.45572610338,-14.7193554934956,-24.8004699894501,10.0811144959545,-0.0133997987743527,50.8500000000004,4318.442,4399.1204,4347.13059087854,4410.9895237465,4225.8944762535,52.4537873394776,-13.5412007436053,-27.3207486134387,-9.8316501395912E-05,143.75,-0.23831897224907
2023-10-19,4278,4311.462,4391.6306,4337.74363561713,42.4331536965998,4396.3283073932,4226.5956926068,40.4999637394724,4328.54615974683,4346.94048713276,-18.394327385934,-23.5192414687469,5.12491408281284,-0.0084828257544152,19.8100000000004,4314.062,4395.4248,4344.0324393663,4397.7904207802,4230.3335792198,44.5859772881637,-14.7193554934956,-24.8004699894501,-0.0133997987743527,50.8500000000004,-0.138511386173575
2023-10-20,4224.16,4306.667,4386.7372,4326.92614651074,46.6220815201427,4399.91116304029,4213.42283695971,35.3655529345499,4312.48675055501,4337.84563623404,-25.3588856790302,-23.8871703108036,-1.47171536822665,-0.0125853202431043,-84.3400000000002,4311.462,4391.6306,4337.74363561713,4396.3283073932,4226.5956926068,40.4999637394724,-18.394327385934,-23.5192414687469,-0.0084828257544152,19.8100000000004,-0.718373736566199
2023-10-23,4217.04,4300.647,4381.797,4316.460799224,50.0841212467613,4400.81524249352,4200.47875750648,34.7383546671622,4297.80263508501,4328.89707058707,-31.0944355020647,-25.3286233490558,-5.76581215300892,-0.00168554221431,-118.62,4306.667,4386.7372,4326.92614651074,4399.91116304029,4213.42283695971,35.3655529345499,-25.3588856790302,-23.8871703108036,-0.0125853202431043,-84.3400000000002,-0.354180117913832
2023-10-24,4247.68,4299.3545,4376.9562,4309.91024691695,51.1431042299038,4401.64070845981,4197.06829154019,39.6948241468861,4290.09146045654,4322.88099128432,-32.7895308277812,-26.8208048448009,-5.9687259829803,0.007265759869482,-110.559999999999,4300.647,4381.797,4316.460799224,4400.81524249352,4200.47875750648,34.7383546671622,-31.0944355020647,-25.3286233490558,-0.00168554221431,-118.62,-0.229549956624396
